,job_description,industry,sector,location,job_name,company_name,State
11,"Overview

IDify is a leading identity resolution firm that provides marketers and suppliers with solutions to enable person-level data strategy, analytics, and marketing. Our data allows our clients – including some of the world’s largest marketing platforms, retailers, and publishers - to combine, analyze, and activate data at the person-level to improve ROI and drive profitable, mutually beneficial customer relationships. Our mission is to provide accuracy, transparency, and scale to the new ecosystem of person-level marketing and commerce.

Data and technology are core to our capabilities. We capture billions of data points and digital interactions across our proprietary network of partners and clients and synthesize that data into truth sets that define real people, their relationship to devices and the physical world, and their attributes.

We operate as a nimble startup, with a flat org structure that allows every team member to have ownership and authority. We like to move fast, iterate and improve using a learn-by-doing mentality. We’re looking for smart, driven team players who can help us get things done.

IDify is a wholly owned subsidiary of ALC and is backed by world-class investors.

We are currently seeking a Senior Data Analyst to join our ALC Digital team of professionals. This position may be based in our Princeton, NJ / New York City or Tarrytown, NY locations.

Our “ideal candidate” should be naturally curious, detailed oriented, have a sharp analytical mind, proficient with a variety of cutting-edge toolsets, a penchant to drive efficiency through automation, and ability to communicate complex concepts to technical and non-technical people alike.

You will be responsible for owning a range of primary data science objectives including designing testing frameworks for data quality and confidence, analyzing structured data from a wide variety of sources, evaluating data partners, and identifying and scoping opportunities to automate repeatable processes.

We want to be your Employer of Choice!

IDify offers excellent benefits including medical, dental, vision, life, LTD, 401k w/ company match, paid time off, business casual dress, summer hours, customized training & more! If you are one of the “best and brightest” in your field and you’re looking to position yourself for the future, this is a great opportunity.

For immediate consideration, please create a profile and make sure you provide your resume, salary requirements, and current contact information. We look forward to learning more about you and the value you can bring to IDify!

EOE/M/F/D/V

Responsibilities

Responsibilities for this role include, but are not limited to:
Building complex data sets from multiple data sources, both internally and externally.
Building learning systems to analyze and filter continuous data flows and data analysis.
Building and scaling new algorithms to large data sets.
Training algorithms to apply models to new data sets.
Developing custom data models to solve business and performance issues.
Validating models and algorithmic techniques.
Researching new techniques and best practices within the industry.
Working with product and engineering to define objectives and developing analytic tools and products.
Modeling compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity.
Qualifications

In addition, our ""ideal candidate"" has the following skills & experience:
Bachelor's in CS, Engineering, Mathematics, Economics, Statistics, or related field.
3+ years relevant experience in predictive modeling and analysis.
3+ years of experience with machine learning, data mining, and analytics techniques
3+ years of experience in R, Python, Weka, SAS, Matlab or other statistical/machine learning software.
You're a self-starter, quick learner, problem-solver with an eye for detail, and someone who relishes challenges.
Pride in your work, and high standards for yourself and the company you work for.
Strong communication, analytical and collaborative problem-solving skills.
Proven ability to learn quickly, work independently, and adapt to change in a fast-paced environment.
Experience with BI/reporting tools such as Tableau is a plus.
Previous internet/mobile industry experience is a plus.",Information Technology,$25 to $50 million (USD),"Princeton, NJ",Senior Data Analyst,American List Counsel,NJ
12,"APPLY DIRECTLY TO - ...@PRIMUSSOFT.COMDescription: Business Intelligence Analyst Manager is looking for someone strong in SPSS & MS Excel Ability to perform high level modeling including correlations and factor analyses Support high priority data projects Access a customer database using SQL with the ability to write/ modify code Create and leverage tableau to visualize data - provided by Dice
Data Analyst - SPSS, Tableau, Visualization, BI

Associated topics: data administrator, data analyst, data engineer, data manager, database, etl, erp, hbase, mongo database administrator, sql",IT Services,Information Technology,"Duluth, GA","Data Analyst - SPSS, Tableau, Visualization",Primus Software,NJ
13,"*Who we are**
We are a small, focused team of passionate engineers, developers, and data and business people set on using metrics from our Cloud Platforms to help understand our clients, shape our offerings? roadmaps and optimize the firm?s Cloud Infrastructure. Our goal is to partner with developers, technology leaders, and senior leadership to drive large scale organization change initiatives to deliver on the GT vision.

You will:

+ Work at the intersection of two dynamic industries ? Cloud and Big Data.

+ Interact & correlate datasets from a wide array of disparate sources.

+ Develop analytics that will change the way we operate, and how Banking is done today.

_As a member of a small team, you will play a key role_ in projects executed by the Cloud Services Analytics Team. You will work closely with cloud engineers, architects and other business analysts and software engineers within Cloud Services & Global Infrastructure, to help build a foundation of state-of-the-art technical and scientific capabilities to support a number of ongoing and planned data analytics projects.

+ Expertise in Database design, concepts and management

+ Build an in-depth understanding of the problem domain and available data assets

+ Research, design, implement, and evaluate machine learning approaches and models

+ Perform ad-hoc exploratory statistics /data mining tasks on diverse datasets - small scale to ?big data?

+ Participate in data architecture and engineering decision-making to support analytics

+ Take initiative in evaluating and adapting new approaches from data science research

+ Investigate data visualization and summarization techniques for conveying key findings.

+ Communicate findings and obstacles to stakeholders to help drive the delivery to market

+ Code your solutions (this is a hands-on position requiring strong programming skills)
*Key Requirements**
+ Core foundation & understanding of cloud design fundamentals

+ Professional experience as a data scientist or a related software engineering role

+ Graduate degree (MS) in mathematics, computer science or other quantitative discipline

+ Thorough understanding of probability and statistics, Bayesian methods, time series analysis

+ Strong programming skills (in any language)

+ Expert level SQL skills

+ Experience with Data Visualization and dashboarding tools such as Tableau, Qlik or Looker

+ Great communication skills, team player, self-starter, demonstrated strong work ethic

+ Desire to use modern technologies as a disruptive influence within the Finance domain

+ Partner with other Data teams to maintain process alignment with firmwide standards

+ Assist in planning and implementation of Cloud Services KPI standards

+ Serve as liaison between business, data governance, and operations to execute data & analytics requests

+ Work dynamically across many globally diverse virtual teams to deliver strategic initiatives

Expertise in Statistics, Empirical Data Analysis, Machine Learning or Natural Language Processing

+ Must have 2+ years? experience with AWS EMR, AWS Kinesis Data Firehose, AWS S3 and other AWS Big Data Offerings

+ Must have 4+ years? experience and in-depth knowledge of Python, Java, Groovy and other modern programming languages

+ Experience in a specialized statistical computing environment, preferably R and Stan

+ Must have 8+ years? experience in practical data processing, data mining, predictive modeling, text mining and information retrieval tasks

+ Demonstrated strong ability to analyze problems, communicate effectively and confidently (both verbal and written), and demonstrated influencing skills to work in cross-functional teams

+ Must have 8+ years? experience in scalable data management tools - Relational and NoSQL databases

+ Knowledge of Big Data architectures a strong plus

+ Knowledge of Python?s data analysis and machine learning libraries a strong plus

Certification from a big data and/or data science program (CAP,CSPA,CCP)

Your expertise in cyber, combined with your desire to provide innovative security services, will be an asset to our Cybersecurity team. Help deliver high-quality security solutions across all our lines of business around the world by creating, designing, implementing, and maintaining next-level technology. The work you?ll do is vital, as it will protect over $18 trillion of assets under custody and $393 billion in deposits every day.

When you work at JPMorgan Chase & Co., you?re not just working at a global financial institution. You?re an integral part of one of the world?s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.

At JPMorgan Chase & Co. we value the unique skills of every employee, and we?re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you?re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

It's time to take your career to the next level, and we can help. Apply today.

JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran.",Investment Banking & Asset Management,Finance,"New York, NY",Data Scientist - Cloud Services,JPMorgan Chase,NJ
14,"Responsibilities:

Support Local Medical Affairs Leads on client service teams (2-3 prioritized clients) to grow our presence and relationships in Medical Affairs. Work closely with ZS client teams to lead client business development and client relationship development across our key client accounts;
Provide Medical Affairs consultation beyond 2-3 prioritized clients to support opportunistic growth across Medical Affairs clients for ZS (60+ clients);
Work with technology, operations, strategy, and data science teams at ZS and our clients to develop solutions that advance our clients’ Medical Affairs capabilities;
Stay abreast of current business and industry trends relevant to our clients. Develop a strong point-of-view and establish ZS thought leadership in Medical Affairs, especially as it relates to bridging medical and commercial appropriately;
Market our Medical Affairs service line to increase awareness of ZS capabilities in Med Affairs, build knowledge of our point-of-view, and inform our clients’ perception of the ZS value proposition in Medical Affairs;
Consistently deliver quality client services and drive high-quality work products within expected timeframes and on budget;
Monitor progress, manage risk and ensure key stakeholders are kept informed about progress and expected outcomes;
Effectively lead and motivate teams with diverse skills and backgrounds;
Provide constructive on-the-job feedback/coaching to team members. Foster an innovative and inclusive team-oriented work environment;
Play an active role in counseling and mentoring junior team members within ZS. Work collaboratively and well with cross-office and offshore team members;
Possess in-depth business acumen. Run a growing and profitable Medical Affairs business on the East Coast in the U.S. for ZS, deliver profitable projects, and invest in innovation that supports our growth.
Qualifications:

A Bachelor’s degree in Engineering, Life Sciences, Business or related field;
MBA or advanced degree such as MD, PharmD, Or MPH highly preferred;
7-9+ years of experience in the life science industry;
4+ years of management consulting experience;
Demonstrated experience working with Medical Affairs clients;
Demonstrated experience driving revenue within existing clients and in developing new prospects;
Demonstrate ability to quickly assimilate new knowledge;
Executive level presence and communication skills.
A willingness to travel internationally to meet client needs.",Consulting,Business Services,"Evanston, IL",Strategy Insights & Planning Manager/ Medical Affairs,ZS Associates,NJ
15,"With our portfolio of global Power Brands such as Oreo and belVita biscuits, Cadbury Dairy Milk and Milka chocolate and Trident gum, we're the world's #1 in biscuits and candy, and #2 in chocolate and gum. We're Mondel?z International, a snacking powerhouse with operations in more than 80 countries, with approximately 90,000 employees globally and our brands are marketed in around 165 countries.

Our purpose and vision is to create more MOMENTS OF JOY by building the BEST SNACKING COMPANY IN THE WORLD.

Customer Service&Logistics

Customer Service&Logistics (CS&L) is where you'll integrate our end-to-end demand-driven supply chain. Working ""from farm to shelf,"" you'll connect plants with customers to deliver best-in-class service in the most efficient way. Your goal will be to have the right products, at the right time, and with the right quantity and quality on the shelf.

Purpose of Role

The Analyst&Data Engineer will improve business results by supplying databases and interfaces that lead to models and analysis to solve various supply chain challenges. The Analyst&Data Engineer will be responsible for providing seamless ""digital highway solutions"" that are automated and repeatable to Drive SC Guru models, ensuring integrity of data. The role also supports the SC Guru Modeler and Supply network design manager in running and analyzing models supporting $100MM to $9 Billion in revenue .

Main Responsibilities
Work with internal and external customers to obtain data needed for analysis and validate data for accuracy.
Design, setup and Maintain (SQL) databases supporting Supply network design studies.
Design, setup and Maintain data visualized reports&interface (Tableau / SupplyChainGuru.com/App) supporting Supply network design studies.
Setup data process and governance ensuring predictability and accuracy.
Primary point of contact with IS/IT and data owner to design, setup and maintain the digital highway interface.
Communicate with internal and external customer with automated/custom reports to understand the business model and obtain current state costs.
Coordinate with key stake holders and help in developing strategies, assumptions and supply chain analysis deliverables.
Analysis of various manufacturing and distribution network alternatives.
Analyze alternatives to determine the cash, cost and service impacts.
KPIs / Dimensions
Project&Analysis Excellence
Capability Building&Knowledge
Transfer
Targets / Dimensions
Stakeholder confidence, Timely Completion, Accurate Analysis, and Detailed Documentation
1% of Revenue
Building NA SND knowledge&knowledge transfer to the broader ISC team
Key Interfaces / Stakeholders

External: Consultants

Internal: ISC - Finance - IT/IS

Key Leadership / Functional Competencies

Leadership Competency
Intellectual horsepower
Problem solving
Learning on the fly
Problem solving
Perseverance
Functional Competency
Sequel/Alteryx
Tableau
Supply Chain Guru
SAP, BI, BO
Excel, Access
Qualifications

Career Experiences Required&Role Implications
Minimum 1 year experience modeling in SQL
SQL server environment experience
Bachelor's degree
Tableau, Alteryx, Excel, Access experience desirable
Demonstrated examples in experience of applying analytical skills and problem solving skills.
Ability to deal with amibiguity and work under pressure.
Strong collaborative skills for cross-functional and cross-country studies.
Fluent in English with strong communication skills.
Mondel?z Global LLC is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected Veteran status, sexual orientation, gender identity, gender expression, genetic information, or any other characteristic protected by law. Applicants who require accommodation to participate in the job application process may contact 847-943-5460 for assistance.

Applicants must complete all required steps in the application process, including providing a Resume/CV, in order to be considered for this position.",Food & Beverage Manufacturing,Manufacturing,"Deerfield, IL",Data Engineer&SND Analyst,"Mondelez International, Inc.",NJ
16,"JPMC are looking to develop a core set of set of machine learning and analytic capabilities to drive consistency across each line of business. This would be both on premise and longer term in the public cloud. These capabilities would include:
the ability to self provision data, compute and storage
self service access to the relevant machine learning packages and libraries
data workbench to manage the end to end data science and analytics workflow
We are seeking a lead developer to help drive this effort – key responsibilities would include:
Work across lines of business to understand real business use cases gather formal requirements
Drive implementations of the capabilities above and how they would map back to the business implementation
Key qualifications include:
Expertise and experience building out machine learning platforms/workbenches either in house or as part of a commercial offering
Expert level knowledge of implementations of the capabilities above on the public cloud (AWS preferred)
Skilled in building the high performance team. Proven leadership skills to attract, mentor and retain top IT talent and creating an environment that fosters excellence, collaboration and teamwork
Ability to solve complex business problems and present recommendations to senior management effectively
Strong verbal and written communication skills including the ability to present solutions to Clients.",Investment Banking & Asset Management,Finance,"New York, NY",Executive Director - Machine Learning & Big Data,JPMorgan Chase & Co,NJ
17,"Job Descriptions:

POSITION SUMMARY

ETS Research & Development has an opening at the Associate Research Scientist level in the Center for Assessment Analytics & Research (AAR) unit within Psychometrics, Statistics and Data Sciences (PSDS). The successful candidate will contribute to projects aimed at advancing the science and practice of international large scale survey assessments such as the Programme for International Student Assessment (PISA) and the Programme for the International Assessment of Adult Competencies (PIAAC). The successful candidate will contribute to external and internal research projects designed to develop and evaluate measurement and explanatory models suitable for modeling data collected in these and other international comparative studies. A primary focus of the area is to contribute to externally-funded projects as well as provide service to the program areas of ETS, including foundational and applied psychometric and statistical research.

BASIC FUNCTIONS AND RESPONSIBILITIES

+ Provide scientific and technical skills so as to contribute to conceptualizing, designing, obtaining support for, conducting, and managing one or more of the following: (1) research projects or (2) development projects, particularly those for which scientific principles are applied to the creation of (1) tools to improve the efficiency or quality of the practice of test development or statistical analysis; (2) new item types; (3) the scoring of responses to open-ended items; (4) innovative assessment prototypes or products. Disseminate results and implications of projects.

+ Generate or contribute to new or modified research methodology and analytic or interpretative procedures in the area of international large scale educational surveys of student and adult populations.

+ Contribute to the work on design, analysis and reporting for these assessments including contributions to products or services for multi-national international organizations as well as clients at the national and international level.

+ Assist in the development of proposals and project budgets for these assessment products.

+ Assist in the design and conduct of studies that contribute to the science and practice of these assessments.

+ Assist in the conduct of research studies by accomplishing directed tasks according to schedule and within budget

+ Participate in dissemination activities through the publications of research papers in peer review journals and in the ETS Research Report series, the issuing of progress and technical reports, the presentation of seminars at major conferences and at ETS, or the use of other appropriate communication vehicles, including books and chapters, that impact practice in the field or at ETS.

+ Develop professional relationships as a representative, consultant or advisor to external advisory and policy boards and councils, research organizations, educational institutions and educators.

Required Experience:

EDUCATION

A Ph.D. or Ed.D. in a quantitative psychology, educational measurement and statistics, or a related discipline is required.

EXPERIENCE

+ One year of independent substantive research in quantitative psychology, educational statistics, or mathematical/statistical psychology is required.

+ Knowledge in and experience with item response theory (IRT) modeling and analyzing data using statistical/psychometric techniques with software such as SPSS, SAS, STATA, R or MPLUS are required. Experience may be gained through doctoral studies.

EDUCATIONAL TESTING SERVICE is an Equal Opportunity and Affirmative Action Employer of Women and Minorities.

EDUCATIONAL TESTING SERVICE is an Equal Opportunity and Affirmative Action Employer of protected Veterans and Individuals with Disabilities.

EDUCATIONAL TESTING SERVICE is a Drug-free workplace.

Keyword: research, scientist, psychometrics, statistics, assessments, quantitative psychology, educational measurement and statistics

From: Educational Testing Service",Education Training Services,Education,"Princeton, NJ","Associate Research Scientist, National/International Educational Assessment",Educational Testing Service,NJ
18,"Job Description
This opportunity is within Audible’s Data Engineering group. The Data Engineering group owns technology platforms and datasets that enable systems and people to uncover new insights and fine-tune operations to meet business goals. We need your help with designing and building these.

KEY RESPONSIBILITIES
Apply broad knowledge of technology options, technology platforms, design techniques and approaches across the Data Engineering ecosystem to design systems that meet business needs
Play a leading role in building systems and datasets using software engineering best practices, data management fundamentals, data storage principles, recent advances in distributed systems, and operational excellence best practices.
Analyze source systems, define underlying data sources and transformation requirements, design suitable data models and document the design/specifications
Demonstrate passion for quality and productivity by use of efficient development techniques, standards and guidelines
Effectively communicate with various teams and stakeholders, escalate technical and managerial issues at the right time and resolve conflicts
Peer review work. Actively mentor more junior members of the team, improving their skills, their knowledge of our systems and their ability to get things done

HOW DOES AMAZON FIT IN?
We're a part of Amazon, they are our parent company and it's a great partnership. You'll get to play with all of Amazon's technologies like EC2, SQS and S3 but it doesn't stop there. Audible's built on Amazon technology and you'll have insight into the inner workings of the world's leading ecommerce experience. There's a LOT to learn!

If you want to own and solve problems, work with a creative dynamic team, fail fast in a supportive environment whilst growing your career and working on a platform that powers web applications used by millions of customers worldwide we want to hear from you.



Basic Qualifications
A Bachelor’s degree or higher in computer science with industry experience.
8+ years of building large scale data-processing systems with 4+ years in Big Data technologies such as MapReduce, Hadoop, Spark, Kafka or AWS equivalents
Expertise in Database technologies such as AWS Redshift with proficiency in SQL
Experience designing and coding in Python on Linux Platforms.
Hands on experience in Data Warehouse (DWH) environment with data integration/ETL of large and complex data sets. Data modeling skills such as Star/Snowflake schema design for DWH.
Expertise in performance tuning and scaling
Familiarity with Business Intelligence (BI) and Visualization platforms such as MicroStrategy and AWS Quicksight
Ability to communicate effectively and work independently with little supervision to deliver on time quality products
Willingness to learn, be open minded to new ideas and different opinions yet knowing when to stop, analyze, and reach a decision
Preferred Qualifications
Extensive knowledge of BI and Visualization platforms such as MicroStrategy and AWS Quicksight
Experience with AWS cloud technologies such as Elastic Map Reduce (EMR), Kinesis, Athena
Experience working with Agile methodologies in a DWH/BI environment

Audible is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon",Motion Picture Production & Distribution,Media,"Newark, NJ",Sr. Data Engineer,Audible,NJ
19,"Senior Data Engineer, Big Data Solutions

Wiley - Hoboken

The Company:

We may have been founded over two centuries ago, but our secret to success remains the same: change with the times and adapt to meet the ever-evolving needs of our customers. As a learning business, our mission is to help people and organizations to develop the skills and knowledge they need to succeed. With new products and services driving our global expansion, we’re looking towards a digital future. It’s resulted in a period of true cultural change here at Wiley, which means even more career and development opportunities for our talented people.

The primary focus of this role is to design and build solutions that include data acquisition, storage, transformation, security, data management and data analysis using Amazon Web Services (AWS). This will involve extracting, transforming, and loading data from variety of data sources using different protocols (JSON/REST APIs/JMS/ NoSQL/Flat Files etc.) to the Data Lake, Data Warehouse and Data Marts. In order to be successful in this role, the selected candidate must be comfortable with performing the necessary analysis to extract directly from wide range of data sources. Essential responsibilities for this position include the following: design and development of Data Integration programs, maintenance, enhancement design and implementation, upgrades, testing, performance tuning and optimization. Additionally, the individual must perform functions such as: ensuring application availability and performance, identifying and resolving issues, data reconciliation, process and scalability improvement opportunities, test plan creation, technical and training documentation, and training support. This individual must also champion DevOps approaches by working with other developers to build automated Continuous Integration, Delivery & Deployment pipelines and automating the monitoring and operational needs of the AWS environment.

Responsibilities:
Design and develop new source system integrations from a variety of formats including files, database extracts and APIs. Design and develop highly scalable Data Pipelines that incorporate complex transformations and efficient code. Data will need to flow to and from unstructured and relational systems for analytic processing. Design and develop solutions for delivering data that meets SLAs and is of high quality to various WB divisions for marketing and reporting as well as external vendors.
Collaborate with architects and other data engineers to recommend and design data storage solutions, security, and service level requirements. Collaborate with application and architecture teams to build proof of concepts (POCs) to evaluate new AWS capabilities, technologies.
Development of automated solutions to monitor and support AWS environment and its ecosystem. Develop automation and testing protocols or plan for testing application migration and environment test results.
Responsible for the day to day operations of the AWS based Big Data Solutions and managing and delivering on SLAs related to information ingestion/transformations, data services, applications and platform services
Investigate problems and resolve as required, including working with various internal teams and vendors. Proactively monitor the data flows with a focus on continued performance improvements.
Evangelize and educate colleagues about various AWS Big Data technologies; Facilitate hands-on training/working sessions for other Data Engineers within the department.
Design, document, and maintain architecture diagrams for systems, processes, and interfaces. Collaborate with other team members in the design, implementation and documentation of solutions for daily issues/support, release management, and new projects.
Requirements:
B.S Computer Science or related degree
A minimum of 5 or more years of data warehouse design/development experience with at least 3 plus years of AWS experience including S3, EC2, Glue, Kinesis, SQS, Lambda, Redshift, NoSQL databases, EMR, Hcatalog, Hive, Spark, Elastic Cache and Elastic Search.
Experience with very large datasets and complex ETL processes involving a diverse set of data sources
Experience in building data lakes, data marts, data warehouses using structured and semi-structured data sources using AWS Services
Experience with building data streaming applications based on Kinesis
Proven track record of Architecting Distributed Solutions dealing with real high volume of data.
Working knowledge of web technologies and protocols (JSON/REST APIs/JMS/ NoSQL).
Experience building and managing complex products and solutions.
Experience monitoring, logging, developing KPI’s on system performance and scalability.
Experience in agile software development and using repositories like Git. Experience with continuous integration and deployment pipelines leveraging tools like Jenkins.
Working knowledge of infrastructure provisioning automation tools, such as Terraform, Cloudformation and Ansible.
Ability to keep current with the latest AWS service offerings.
Experience with variety of data stores including AWS S3, RedShift, Postgres, NoSQL (DynamoDB or MongoDB or Couchbase) and Elastic Cache.
Experience/Knowledge of Cognos and/or Qlikview or other visualization tools like Tableau, PowerBI, SpotFire
Expertise in developing Unix Shell Scripts to automate Data Integration processes
Formal project methodology framework (SDLC)
Build management, release management and version control
Strong verbal and written communication skills
Analytical and problem solving ability
Self-motivated
Ability to maintain technical proficiency
Ability to multi-task
Demonstrated ability to work well under time constraints.
Collaborate with consultants to deliver projects
Translation of business requirements into technical specification documentation
Review of technology deliverables and testing strategies
Provide triage and defect resolution
Provide technical mentoring to junior staff
Desired Skills:
More than 2 years of experience in education/publishing industry.
Experience in implementing analytics solutions for Learning Management Systems and/or Caliper Analytics.
AWS certification/s preferred (Solution Architect and/or Big Data).
Proficiency in in one or more of the following languages: Python/PySpark, R/SAS, Scala.
Experience in developing data integration programs using Informatica PowerCenter or Talend.
Experience with Cognos, QlikView/QlikSense or other visualization tools like Tableau, PowerBI.
Hands-on experience in developing Dimensional Data Models and designing Enterprise Data Warehouses.
Wiley is an equal opportunity employer and does not discriminate on the basis on race, color, creed, national origin, sex, sexual orientation, religion, age, disability or other legally protected status. Employment is contingent upon the successful completion of a background check and employment review.",Publishing,Media,"Hoboken, NJ","Senior Data Engineer, Big Data Solutions",Wiley,NJ
20,"Company Description
Insmed understands that its most valuable resource is its employees. We place great value on the unique skills, talents and qualities that each of our employees brings to our company. We are building a world-class team with a focus on innovation, teamwork and the desire and ability to change the way our patients live.

Insmed is a fast-paced, high-energy organization that seeks talented individuals who are leaders in their respective functional areas of expertise, who are creative problem solvers and who have the desire to make a difference.
Job Description
SUMMARY:

The incumbent will provide data programming, analytic, and statistical support for the development of Health Economics and Outcomes Research (HEOR) evidence from large health care administrative databases, electronic medical records, clinical trials, registries, social media, or predictive modeling. As a team member of the Insmed HEOR function, the incumbent will be working interactively with functional colleagues across matrix teams, participating in integrated product value demonstration initiatives, and communicating on scientific and operational topics with external collaborators, CROs, or key thought leaders.

RESPONSIBILITIES:

This position will be responsible for SAS programming and statistical analytics for HEOR scientific evidence development in support of Insmed product value propositions to address stakeholder evidence requests. Specifically, the incumbent will have the following job responsibilities:
Large US and/or global database evaluation and processing, to communicate with data suppliers on timely delivery, updates, quality assurance, data transmission, documentation. Complete processes required for new data application/access/acquisition such as CMS, US Government Census, managed care, and other types of data sources. Manage and maintain data file structures, ensure data integrity, and identify data issues.
Retain secure access to the US Medicare database and conduct data and analytic evaluations following an approved study protocol.
Interface with the IT department to maintain and develop computing capacity and analytic tools.
Prepare data structures by defining patient or disease cohorts, establishing study samples, and structuring data files according to research objectives and study design.
Implementation of HEOR strategic imperatives according to functional planning, tactic time tables, and deliverable milestones.
Perform statistical analysis, generating analytic reports, tables, graphics, and slides, and communicating HEOR project findings to cross functional teams, internal and external stakeholders, or business partners.
Develop scientific evidence under supervision of HEOR leadership utilizing available data sources such as clinical trials, registries, databases, web based data collections, social media, etc.
Ensure professional development to enhance knowledge, skills, communication, scientific methodology, operational efficiency, and compliance with policies, regulations, and corporate standards and processes.
By accomplishment of job responsibilities, the incumbent is expected to contribute to the awareness of public health and patient impact of the disease, qualification and quantification of burden of illness and unmet medical needs in the patient population and subgroups, and demonstration of product value for patients and all other stakeholders of the Insmed products

Qualifications
An advanced educational degree (MA/MS, PhD, ScD, PharmD, etc.) in a quantitative science such as statistics, biometrics, econometrics, psychometrics, operations research, engineering, computer science, data/life science, etc. is required
A minimum 3 years of work experience in the pharmaceutical, finance, credit, or other industry performing programming and analytics is also required
Solid knowledge and skills in SAS macro, SQL, graphics, and Stats modules is essential
Other statistical software, such as R, S-Plus, WinBugs, etc. is a plus
Programming skills or experiences with VBA, C++, Python, etc. are helpful
Must have excellent communication skills (verbal and written)
Highly organized with a strong attention to details, clarity, accuracy, and conciseness
Highly proficient in Microsoft Office - Excel
Must successfully exhibit Insmed’s five (5) core corporate competencies of: Excellence, Accountability, Driven, Collaborative and Solutions; along with any other position specific competencies
Demonstrate the ability to interact successfully in a dynamic and culturally diverse workplace
Ability to adapt to change and business priorities

Additional Information
Insmed is an Equal Opportunity Employer and will judge all applicants based on their qualifications for the job, without regard to race, color, sex, religion, national origin, age, disability or any other characteristics protected by applicable federal, state or local law.

Unsolicited resumes from agencies should not be forwarded to Insmed. Insmed will not be responsible for any fees arising from the use of resumes through this source. Insmed will only pay a fee to agencies if a formal agreement between Insmed and the agency has been established. The Human Resources department is responsible for all recruitment activities; please contact us directly to be considered for a formal agreement.

Please note that we review every submission and we will keep all submissions on file for six months. Insmed is an Equal Opportunity Employer.
Job LocationI'm interested",Biotech & Pharmaceuticals,$10 to $25 million (USD),"Bridgewater, NJ",HEOR SAS Programmer/Analyst/Statistician,Insmed,NJ
21,"Minimum qualifications:
Web development experience, including JavaScript (ES2015+ experience welcomed), HTML, SVG, Canvas, WebGL, CSS, LESS, and SASS (BEM principles a plus).
Experience with React and testing frameworks like Jest, Enzyme, Mocha, or Jasmine
Experience with graphics libraries D3.js.
Familiarity with common statistical analysis techniques and tools.
Experience with SQL and JSON data structures (MySQL, Postgres or Oracle RDBMS)
Preferred qualifications:
Experience building good, collaborative relationships across geographically distributed teams.
A creative and analytical mindset to present information based on established design principles.
Familiarity with user research methods or experience working closely with researchers and Phds.
Able to build software based on scientific research papers
Familiarity with cloud computing or data center technologies.
Passion for finding the stories buried in terabytes of data and are able to build insightful tools and data products that amplify cognition and lead to action.
provided by Dice
Analysis, CSS, Developer, Development, Graphics, HTML, JavaScript, Libraries, MySQL, mysql, Oracle, Research, Scientific, SQL, Statistical Analysis, Testing, UX",Staffing & Outsourcing,Business Services,"Jacksonville, FL",UX/ UI Data Visualization Developer,Modis,NJ
22,"A global financial services company and investment bank is seeking a Machine Learning Engineer to join their team in Weehawken. This firm focuses on sustainability, consistency and strong leadership to achieve their goals. They believe in consistent training for management and non-management alike as well as promoting from within and always improving. Team work is their number one priority, for both local and global teams. They encourage different teams to work together to help foster a better working environment. This is an excellent opportunity for someone who enjoys collaboration and working within the financial industry.

This candidate will help with the Machine learning/ AI team that is working on various AI solutions from POC to full implementation.

Skills:

7+ years of experience in developing applications on distributed platform.
7+ years development experience in distributed environment (preferably Java -full stack) and Azure AI.""
5+ years experience in implementing various with machine learning algorithms.
Experience in Tensorflow, NoSQL database
Apply",Staffing & Outsourcing,Business Services,"New York, NY",Machine Learning Engineer 120629,Open Systems Technologies (NYC),NJ
