,job_description,industry,sector,location,job_name,company_name,State
5,"Responsibilities

Our team is looking for someone passionate about Machine Learning with a strong background in Software Engineering. The ideal candidate has implemented ML models, evaluated their performance, contemplated the best approach to executing 1.8*10^22 predictions as fast as possible, and they feel comfortable learning.

Your primary goal is to take data, compute power, and models and turn them into great recommendations, search results, and content for diners.

Requirements
Experience implementing Machine Learning models
Experience building highly scalable and highly available systems
Experience with Spark
Deep understanding of the JVM
Great troubleshooting skills, with the ability to find and solve performance issues
Deep understanding of data structures and OO design
Language agnostic, you’ve worked with Python, Java, Scala and you find good traits in all of them
Strong desire to learn and grow their craft
The ideal candidate has all of the these requirements. That’s asking a lot, if you feel that you’re a good fit for some of the requirements but want to learn the others, we’d like to talk to you.

About OpenTable:

OpenTable, part of Booking Holdings (NASDAQ: BKNG), is the world's leading provider of online restaurant reservations, seating more than 22 million diners per month via online bookings across approximately 47,000+ restaurants.

Since its inception in 1998, OpenTable has seated more than 1 Billion diners around the world. The Company is headquartered in San Francisco, California, and the OpenTable service is available throughout the United States, as well as in Canada, Germany, Japan, Mexico, Australia and the UK.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

#LI-SY1
IND789",Internet,Information Technology,"San Francisco, CA",Data Science Engineer,OpenTable,CA
6,"Do you love data, technology, and problem solving? Join us at Factual, where we're hard at work organizing and optimizing the world's location information. Our team is focused on cleaning, structuring, and delivering our dataset of over 100 million places. To make our goals a reality, we end up taking on unusual problems with small, focused teams made up of highly motivated people.

Our Data team is seeking a Data Science intern to help us ensure we deliver the highest quality Global Places product on the market. In this role, you will investigate and solve complex data quality and delivery problems. You will acquire new data sources and contribute to our data processing software. You will author specifications for new tools and help manage technical projects. In short, you'll work on everything from experimental data science to wild west data wrangling.

At Factual, we cultivate multidisciplinary engineering teams. Everyone is comfortable with wrangling data, but we expect each individual contributor to bring a unique skill or expertise to the table. You should be a fast-working, highly-focused individual who pays strong attention to detail, shows great leadership and organizational skills, and gets things done.

About you:
You are comfortable with data analysis, wrangling, and curation
You are pursuing a degree in a quantitative field with coursework in statistics (e.g. Computer Science, Math, Linguistics, Physics, Chemistry, Engineering)
You feel at home on the command line and with text processing
You are eager to learn new technologies and skills in data processing and analysis
Baseline Skills (these are required):
Domain-relevant experience
Proficient with Unix commands and Ruby/Python scripting
Familiar with regular expressions, DOM/CSS/HTML, parsing JSON, and information extraction
Experience in reporting, analytics, and databases
Specialized Skills (you need expertise in at least one of the following):
Experience with implementing machine learning pipelines
Experience with Spark or MapReduce
Experience with SQL and/or querying MongoDB or Solr Indexes
Factual internship program structure:

Factual is open to interns in the fall, winter, spring, and summer months. The specific start and end dates are flexible depending on your academic schedule.

In the summer, there are fun bi-weekly intern events scheduled throughout the summer. Past events include: Dodger games, Escape Room, night at the Hollywood Bowl, and horseback riding through the Hollywood Hills.

Interns will be expected to work a 40 hour work week. This is a paid internship and compensation will be based on the student's academic level (undergraduate, graduate, and doctoral rates vary). This internship position is a non-exempt position under federal and state laws and will be eligible for overtime per regulations.

Preference will be for junior or senior-level undergrads and for those about to complete their Masters or PhD's.

If interested in this opportunity, please submit a cover letter with your resume.",Computer Hardware & Software,Information Technology,"Los Angeles, CA",Data Science Intern,Factual,CA
7,"Overview

Do you have a noticeable passion for results?

You're bold, empathetic, and very resourceful, especially when results are at stake. You have what it takes: a competitive drive coupled with the exceptional ability to communicate the science behind our client's products and build lasting business relationships. Such talent and passion make you the right fit for this unique sales role withSyneos Health.

Why Syneos Health? Join a game-changing global company that is reinventing the way therapies are developed and commercialized. Created through the merger of two industry leading companies - INC Research and inVentiv Health - we bring together more than 21,000 clinical and commercial minds to create better, smarter, faster ways to get biopharmaceutical therapies to patients. Teaming with some of the most talented professionals in the industry, you'll gain exposure and work in a dynamic environment where you'll be supported with comprehensive resources including emerging technologies, data, science and knowledge sharing. Grow your career with a global company committed to shortening the distance from lab to life.

Syneos Health has launched more than 120 sales teams in the last 5 years across all major Therapeutic Areas - more than the top 25 pharma companies combined. We offer you more than just one job. The diversification and breadth of Syneos Health creates a multitude of career paths and employment opportunities. Our client roster consists of more than 550 organizations including all 50 of the largest global biopharmaceutical companies.

Responsibilities

This opportunity is with our Selling Solutions Commercial Division, which partners with top tier pharmaceutical, medical device and biotechnology companies to develop and execute sales and marketing strategies that deliver. In this role, you'll be autonomous in your own territory promoting tablets for one of the largest, leading generics companies in the world. The selected professional will be an integral part of a nationwide sales team developing and managing an assigned territory. You will:
Maximize new business opportunities with physicians and other health service providers
Present therapeutic products and creatively teach people about their usage
Engage in meaningful dialogue that addresses the needs of the health provider and patient
Build trust and credibility and become a true collaborator in commercial success
Requirements

Along with a results-oriented mindset, self-assurance and an engaging manner, the ideal candidate has:
A Bachelor's Degree, advanced course work in Business/Sales Management preferred
Minimum of 2-5 years' of Primary Care sales experience
Previous experience and established relationships in territory
A documented track record of success
Ability to travel and possess a valid driver's license to drive to assigned healthcare accounts, unless otherwise specified
The drive for self-development, the ability to collaborate and an action-oriented work ethic
Full SyneosHealth benefits which include:
Competitive compensation, bonuses and fleet vehicle
Generous paid time off and company paid holidays
Comprehensive medical, dental and vision package
Matching 401K
Dedicated training and support
Tuition reimbursement
Referral bonuses and other personalized quality of life conveniences
Make your work matter everywhere.Be a driving force in the evolution of healthcare sales.

Syneos Health companies are affirmative action/equal opportunity employers (Minorities/Females/Vets/Disabled)
Position Type/Category Sales-Field
West
Minimum Education Level Bachelor's Degree
Employment/Job Type Full Time
Employment Type Syneos Health position",Consulting,Business Services,"Raleigh, NC","San Jose, CA - Sales Representative",Syneos Health Commercial Solutions,CA
8,"Niantic's Engineering Team is seeking a Data Scientist to lead a team responsible for analyzing and predicting user behavior to not only create incredible gameplay experiences, but also to help promote Niantic's mission of bringing gameplay into the real world. You will initially report to our CTO and partner with our Product Engineering teams to develop systems to analyze and predict user behavior, acquire users, detect fraud and cheating, understand key gameplay behaviors, and surface product features and recommendations. You're ideally an applied Data Scientist with a strong background in behavioral or predictive analytics and a penchant for models that deal with behavioral interpretation and response. Niantic Engineering leads the advancement of Augmented Reality (AR) and other immersive technologies while creating engaging apps for a user base in the billions.

Responsibilities
Leverage a dataset consisting of millions of user actions per day to create reliable algorithms that predict gameplay behavior.
Design and evaluate novel approaches for handling high-volume real-time datasets.
Run regular A/B tests and statistical analyses to draw conclusions on the impact of your models.
Qualifications
You have a PhD in computer science, applied mathematics, or statistics with a thesis in behavioral analytics, or equivalent experience.
You have built and led teams responsible for analyzing and creating empirically verifiable models based on real-world data, using multiple approaches.
You have experience with a large scale or distributed programming framework (Dataflow, Spark or Hadoop) and with ML frameworks such as sklearn, TensorFlow/Caffe/PyTorch, H2O.
Plus If
You have publications in a top-tier conference such as NIPS, ICLR, ICML,ECML, AAAI, AISTATS, SIGKDD, SIGMOD.
You have data modeling experience on anti-fraud, social engineering projects or predictive analytics.
Join the Niantic team!

Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, and record-breaking AR game Pokémon GO. Our third title, Harry Potter: Wizards Unite, is currently in development.

Niantic is an Equal Opportunity and Affirmative Action employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, Tokyo, and Hamburg.",Video Games,Media,"San Francisco, CA",Data Science Lead,Niantic,CA
9,"Data Analyst/Scientist

One of our clients, a leader in the Biotechnology industry is looking for an experienced data scientist to build codebase to summarize calendar data and build surveys. If this is something you are interested in learning more about, please apply ASAP!


Job Duties:
Work with product owners to define specific requirements
Build infrastructure to make activity analysis project and other surveys easier.
Create R package/codebase to access API of existing codebase for launching surveys
Write code to extract and summarize google Calendar data

Required Skills:
3+ years experience doing data science with R and Python in a professional, team setting (including git & unit testing)
Experience using JSON to query APIs and capture results
Experience with Typeform and google APIs are both pluses",Staffing & Outsourcing,Business Services,"Columbus, OH",Data Scientist,Tailored Management,CA
10,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.We are looking for a Data Science Manager for our Customer Insights team to define the next generation of sales and marketing applications. As an expert in data and analytics, you will be responsible for reimagining how we use technology and data to enable the move from art of selling to the science of selling at Facebook. You will help envision, build, deploy and develop our next generation of real time data engines, build exciting data-based analytics products at Facebook's scale. You'll be part of transforming a service oriented organization into a world class product team. You will be focused on results and drive success in using analytics to drive the understanding, progression, and user engagement of a product.
This position is full time and based at our Menlo Park office.

Responsibilities:
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with our core products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Build cross-functional team with Data Scientists and Data Engineers
Inform, influence, support, and execute our product decisions
Build/maintain reports, dashboards, and metrics to monitor the performance of our products
Mine massive amounts of data and extract useful product insights
Manage development of data resources, gather requirements, organize sources, and support product launches
Mininum Qualifications:
3+ years of experience in management
4+ years of experience doing quantitative analysis
Data architecture experience
2+ years of experience in an analytical role in a technology company, consulting, investment banking, or product management
2+ years of experience with SQL or other programming languages
Experience initiating and driving projects to completion with minimal guidance
Experience communicating the results of analysis
Preferred Qualifications:
Bachelor Degree in Computer Science, Math, Physics, Engineering, or related quantitative field
Understanding of statistical analysis, experience with packages, such as R, MATLAB, SPSS, SAS, Stata, etc.
Experience with large data sets and distributed computing (Hive/Hadoop)",Internet,Information Technology,"Menlo Park, CA",Data Science Manager - Customer Insights,Facebook,CA
11,"Who we are:

When did you last integrate with an API? Was it fun or frustrating? Were there straightforward docs, recommendations on best practices for your needs, error messages pointing toward resolution, and dashboards to show you if everything's okay? Did you feel awesome for how much you were able to get done so quickly? Our goal is to get our customers up and running fast and in a way that serves their needs. As their needs change, we then make it easy to maintain and extend their integration with us. We then ensure that internal ML teams can use that data well to predict which users our customers can trust.

What you'll do:
Make it faster and easier for developers to send data to Sift Science by intelligently designing APIs, building web applications that provide insights to developers on the health of their integration, and designing notification systems that can proactively notify us and our customers when something's gone wrong.
Build the frameworks that underlie these applications by designing systems for data aggregation and analysis, automated anomaly detection and forecasting. Understand the relationship between API fields and ML signals in order to provide data-driven integration recommendations.
Understand the needs of Sift's ML teams and create useful abstractions on top of customer data, such as device identification and fingerprinting
Build rock-solid external-facing software that our customers can trust to be error-free and performant, including client libraries in Ruby, PHP, Java and Python; iOS and Android SDKs; a JavaScript SDK and highly available API servers taking thousands of requests per second.
What would make you a strong fit:
3+ years software engineering experience working primarily in backend systems using languages like Java, C++, C# or Go.
You've driven end-to-end design, implementation, launch and ongoing support for a business-critical production system, and are the go-to expert for it.
You care about understanding your customer and building what they need. You proactively find ways to learn about how to better serve customers both internal and external. You can develop an opinion on how to help, and communicate it well.
You're adept at learning new technologies and working across a broad technology stack. There's no shortage of things to learn.
A little about us:

Sift Science is a hyper-growth Series D company that facilitates the largest trust network of online businesses and consumers on the internet.

The Sift Science Trust PlatformTM uses real-time machine learning to accurately predict which users businesses can trust, and which ones they can't. The upshot? Consumers know which companies they can entrust with their personal and financial information. And businesses can customize each user's experience based on their trust score which leads to more revenue, higher conversion rates, and less fraud and abuse.",Internet,Information Technology,"San Francisco, CA",Software Engineer - Data Success,Sift Science,CA
12,"LRW is looking for a Data Scientist who is passionate about delivering big impact and solving complex business problems. You have an entrepreneurial mindset - you see opportunities to improve something and take them. 
 
Our small Data Science group has three core functions:
Maintain a production-oriented analytics platform for our world class Marketing Science team
Tackle predictive modeling engagements using client provided data from major global brands
Deploy machine learning techniques for efficiency gains in LRW’s day to day operations
 
We’re all good at what we do, and we care about doing great work while having fun. We’re committed to growth and personal development, and you’ll have plenty of opportunities to learn new skills.
 
Role
 
Your role will encompass three main areas of responsibility:
Develop automation regarding production-oriented analytics such as regressions, correlations, factor analyses, and clustering of survey data, from data processing/manipulation through analysis and result visualization
Recommend and execute predictive analytic and model delivery approaches for client engagements that involve non-survey data, including but not limited to transaction/sales data and social media metrics
Familiarize yourself with the life-cycle of a typical research project from proposal to report delivery, looking for opportunities to inject machine learning and predictive analytics into the process for greater efficiency
 
On most projects, you’ll be working in a cross-functional capacity that may include other developers from different teams. You’ll have the right amount of support from your teammates, with enough flexibility and autonomy to try new things. You’ll use your unique skill set to guide the product owners in making the right long-term decisions to solve their business problems.
 
We also work on R&D projects, and you may be experimenting and working through ambiguous requirements. You’ll try new things and collaborate with the team to create solutions and define best practices.
 
What we worked on last year
  Developed R packages that processes millions of URLs visited by respondents, allowing them to be classified and analyzed for insight into web browsing behavior
Built a scalable cloud-based analytics platform that houses production routines designed for our Marketing Science team
Leveraged DNA sequencing algorithms and machine learning routines to categorize various paths to purchase and project attitudinal classifications onto client databases
 
 
 
What We Offer
  A culture of unlimited opportunity to grow, learn, try new things, and truly have transformational impact on the organization
Wellness events like yoga, pilates, and nutrition counseling
A fun, close-knit team with opportunities to both teach and learn across a variety of disciplines
Walking distance to plenty of food options, including a weekly Farmer’s Market with the best fish tacos
Bagel Fridays
Annual merit-based bonuses
 
Skills & requirements
 
Ideal Candidate
The ideal candidate will be technically deep, have the desire to continue learning new platforms and technologies, work well within a team, and be a great communicator.
 
To be considered for this position, you must have:
Master’s degree or equivalent in Computer Science, Data Science, Computational Mathematics or related fields
At least one to three years of experience with modeling structured and/or unstructured data, leveraging such techniques as penalized regression, multinomial logit, multilevel modeling, ensemble models, or time series models. PhD in previously mentioned fields with exposure to such techniques is acceptable in lieu of experience
Proficiency with R or Python, associated packages concerning predictive analytics, and visualization libraries such as Shiny and Plotly
Experience with SQL
Passion for technology and a high technical aptitude
Insightful and always looking for great ideas
Self-sufficient
A desire to keep learning and to teach what you know
Precise and efficient communicator
 
Additional experience in the following is a plus:
Experience modeling marketing, business intelligence, or market research data
NoSQL and graph database experience
Familiarity with cluster computing leveraging platforms such as Hadoop and Spark
Proficiency in techniques and technology regarding machine learning, artificial intelligence, data mining and optimization such as neural networks, Bayesian networks, decision trees, random forests, and libraries such as TensorFlow
 
Our Technologies
 
/ R / Python / JSON / JavaScript Jupyter / GitHub / Team City / Docker / Microsoft SQL Server / Amazon Web Services
 
 
 
About Lieberman Research Worldwide
 
LRW is a global force in the full-service custom market research field, recently being ranked as one of the Top 25 Global Research Firms by Marketing News. Partnering with Fortune 500 Companies we are able to provide insight and have impact on real world business problems. We specialize in strategic development, new product development and testing, advertising, customer satisfaction, and tracking research. LRW conducts both qualitative and quantitative research studies and has comprehensive experience across a wide range of industries. Through its main offices in Los Angeles (global headquarters) and London (European headquarters), and its affiliate network of more than 60 companies, LRW conducts research in over 80 countries worldwide.
 
 
 
Working Conditions: LRW is a professional office environment, and employees use standard office equipment (occasional lifting up to 15 lbs). Conditions to include prolonged sitting, normal degree of walking, and up to 15% local and national travel, unless specified otherwise.
LRW is an equal opportunity employer, and does not discriminate against any employee or applicant because of race, creed, color, religion, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy or related condition, or any other basis protected by law. It is our policy to comply with all applicable national, state and local laws pertaining to nondiscrimination and equal opportunity. Further, the functions, specifications, physical demands, and work environment listed in this job description represent the essential functions of the job which the incumbent must be able to perform either with or without reasonable accommodation. The listed functions and responsibilities do not necessarily include all activities that the incumbent may perform.
 ",Advertising & Marketing,Business Services,"Los Angeles, CA",Data Scientist,Lieberman Research Worldwide,CA
13,"Common Purpose, Uncommon Opportunity. Everyone at Visa works with one goal in mind – making sure that Visa is the best way to pay and be paid, for everyone everywhere. This is our global vision and the common purpose that unites the entire Visa team. As a global payments technology company, tech is at the heart of what we do: Our VisaNet network processes over 13,000 transactions per second for people and businesses around the world, enabling them to use digital currency instead of cash and checks. We are also global advocates for financial inclusion, working with partners around the world to help those who lack access to financial services join the global economy. Visa’s sponsorships, including the Olympics and FIFA™ World Cup, celebrate teamwork, diversity, and excellence throughout the world. If you have a passion to make a difference in the lives of people around the world, Visa offers an uncommon opportunity to build a strong, thriving career. Visa is fueled by our team of talented employees who continuously raise the bar on delivering the convenience and security of digital currency to people all over the world. Join our team and find out how Visa is everywhere you want to be.

This position will be part of the Visa Security Engineering team, where as a software engineer first, you will be building and delivering cybersecurity products and capabilities utilizing strong software principles and implementing defensive security controls utilizing machine learning. 
Build, design, engineer, and develop software and services that deliver security functionality and improve security efficiency and capabilities through automation. The candidate needs to possess software engineering skills that allow them to build new capabilities and solutions vs. simply integrating an existing open source platform or operating a vendor solution.
Utilize information retrieval, data analytics, and statistical modeling techniques to build new machine learning models and apply it to cybersecurity usecases. This will include the entire lifecycle including collection of data, feature engineering, model development, training, testing, and deployment into production.
Rewriting of any existing code using more robust type-safe and memory safe languages while incorporating faster data piping and parallel processing frameworks.
Engineering of products and services while accounting for computability and complexity (e.g. NP-complete problems) and security architecture (e.g. memory, cache, deadlocks, etc.)
Develop prototypes and algorithms (e.g. searching, sorting, optimization, dynamic programming) while performing data engineering tasks around aggregation and data synthetization from a multitude of structured and unstructured data sources.. 
Assist in shaping overall direction, life-cycle management, and leadership for Information Security architecture and technology related to Visa. 
Create requirement and design documents that account for security risks in new or existing systems with architectures to mitigate them within risk appetite. 
Research and develop security assessments of existing solutions as well as defining security architectures for new solutions. 
Present results to a cross section of employees, including senior leaders at Visa. Utilize graduate-level research and analysis skills.

The candidate must posses strong software engineering skills as the key primary. Applied Machine learning is a close second. Knowledge of security related concepts is a plus but not required. This is not a research but an engineering function.
Software Development, Programming , and debugging using various programming languages and frameworks (object oriented programming, Golang, Python, Java, and C++, JavaScript)
Applying Machine Learning/Artificial Intelligence, data science, and statistics concepts including API integration, python, authentication, analysis, modeling, and visualization (python, sci-kit, numpy, matlab, algorithms);
Knowledge of NoSQL databases (e.g. MongoDB, Cassandra) is a plus
Network, System, and Solution Architecture background is a plus
Familiarity with Git and Unix/Linux commands
Server-client modeling, including MVC architecture knowledge 
Posses knowledge around utilizing Big data and distributed computing systems including cloud based computing systems;
Database systems, data structures, algorithms, operating systems, and their application during software engineering or security related services.
API integration, analysis, modeling, and visualization of data is a strong plus

All your information will be kept confidential according to EEO guidelines.",IT Services,Information Technology,"Foster City, CA",Software Engineer - Security Engineering,Visa Inc.,CA
14,"Experian is looking for a talented software engineer with a data science emphasis to help build our next cutting-edge identity protection product feature which will allow consumers to guard against ID theft. The ideal candidate should be well rounded, self-motivated, experienced with multiple technologies and frameworks, and enjoy fast paced development cycles.

The core team is in El Cajon, CA and collaborates with staff in Boston, Austin and Costa Mesa and across Experian divisions. Some remote work is possible but we are looking for folks willing to work in our El Cajon office or HQ in Costa Mesa the majority of the time.

Requirements
Experience with coding (python, perl, C, Java preferred) and working with SQL data sets
Experience analyzing large data sets
Experience building new data models
Strong working knowledge of Linux OS, command line tools and scripting
Good understanding of software design
Suggest/implement improvements or corrections
Ability to think creatively to solve real world business problems
Ability to work in a global collaborative team environment
Collaborate with Business, Software Engineers, and QA teams.
Support our cyber data analysts and software engineers in monitoring and automating a variety of dark and deep web communities and the gathering of compromised data.
Participate in the full SDLC using Agile including scrum meetings, iterative, test driven development, task estimates and design sessions
Qualifications:
7+ years’ experience in applying data modeling and analytics to software products
7+ years’ experience in web services & database design concepts
Experience with source control systems, such as SVN or GIT
Excellent proactive communications and planning skills
Bonus skills:
Financial Services, Dark Web or Identity Protection Services industry experience
Application of machine learning techniques and predictive analytics in the commercial world
1+ years’ Experience with AWS environment (S3, Route 53, CloudTrail, ELB)
Education:
BS Degree in computer science, engineer, physics or related field",Financial Analytics & Research,Finance,"Dublin, Ireland",Cyber Data Scientist,Experian,CA
15,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.The SMB team contributes directly to this mission by connecting every small business in the world with their customers on Facebook, and then helping them grow through solutions like pages, advertising, and messaging. We succeed when we help our customers grow their business.
The SMB team at Facebook is one of two sales channels responsible for Facebooks multi-billion-dollar advertising business. Our team specifically manages more than 99% of Facebooks 6M advertisers. And our potential business is even larger with more than 70 million active SMB pages on Facebook. Were just getting started.
The SMB team is seeking a Data Science Manager who is passionate about using data and insights to drive business strategy, inform its execution, improve efficiency and facilitate clients success at scale. The successful candidate will manage a group of analysts focusing on driving data-informed strategies to deliver value for our SMB clients at scale, creating the data infrastructure and reports to measure our business top goals and KPIs, conducting deep-dive analyses to inform our strategy, and facilitating data driven decision-making. The ideal candidate is passionate about leading and developing a team and about using data and analysis to evaluate program performance and drive clients success in a fast-paced, dynamic environment.
This is a full-time position based in our Menlo Park HQ.

Responsibilities:
Manage, develop, and motivate a group of analysts
Be a thought leader and go-to expert for SMB program goals, strategy, and long-term vision
Lead and conduct deep-dive analyses to identify needs and priorities of the SMB business
Facilitate data-driven and informed decision making and prioritization
Recruit, interview, train, and hire new team members
Develop strong cross-functional partnerships across Facebook to drive our teams success
Provide mentorship, guidance, and career development to members of your team
Drive outstanding performance both for this team and the broader SMB org
Mininum Qualifications:
BA/BS in Math, Statistics, Economics, Computer Science, Physics, or other quantitative fields
5+ years of experience in analytics
Experience managing an analytics team
Experience in conducting analyses to drive business impact
Experience with SQL (Oracle, Vertica, Hive, MySQL, etc.)
Experience communicating with business leaders and cross-functional stakeholders
Experience with statistical analysis and stat packages such as R, MATLAB, SPSS, SAS, Stata, etc.
Experience with communicating strategy and results to different audiences
Experience in managing multiple projects and deadlines
Preferred Qualifications:
Experience working with sales, marketing, customer service
Advanced degree",Internet,Information Technology,"Menlo Park, CA","Data Science Manager, SMB",Facebook,CA
16,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Were looking for analytics leaders to work on our core products with a passion for social media to help drive informed business decisions for Facebook. You will enjoy working with one of the richest data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The perfect candidate will have a background in computer science or a related technical field, will have experience working with large data stores, and will have some experience building software. You are scrappy, focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, progression, and user engagement of a product. This position is located in our Menlo Park office.

Responsibilities:
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with our core products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Inform, influence, support, and execute our product decisions
Build/maintain reports, dashboards, and metrics to monitor the performance of our products
Mine massive amounts of data and extract useful product insights
Manage development of data resources, gather requirements, organize sources, and support product launches
Mininum Qualifications:
3+ years of experience in managing other team members in a formal or informal capacity
4+ years of experience doing quantitative analysis
2+ years of experience in an analytical role in a technology company, consulting, investment banking, or product management
2+ years of experience with SQL or other programming languages
Ability to initiate and drive projects to completion with minimal guidance
Ability to communicate the results of analysis
Preferred Qualifications:
Bachelor Degree in Computer Science, Math, Physics, Engineering, or related quantitative field.
Understanding of statistical analysis, experience with packages, such as R, MATLAB, SPSS, SAS, Stata, etc
Experience with large data sets and distributed computing (Hive/Hadoop)",Internet,Information Technology,"Menlo Park, CA","Data Science Manager, Analytics (Ads)",Facebook,CA
17,"The Science team at Twitch is central to evidence-driven decision-making. We are researchers and leaders who advise product and business decisions, help build a culture of evidence-based decision-making, and identify ways to use data to develop new capabilities. The Director of DS leads a 20-person team of data scientists working on tough problems across the business, including real-time chat moderation, content recommendation, LTV models, content pricing, forecasting, purchase fraud, and more. You will be responsible for setting and executing a research agenda, using research results to shift strategies or create new capabilities. You will aim to solve problems durably through writing, tools, processes, and programs. You will have relentlessly high standards for research on your teams, and raise the bar for what rigorous, important, timely, and business-relevant research is at Twitch.

Responsibilities
Define the research vision for data science, and oversee planning, staffing, and prioritization to make sure the team is advancing that roadmap. deliver on concrete work that advances that roadmap.
Invest in your team’s skills, tools, and processes to improve their velocity.
Attract, retain, and develop
Partner with the executive team on how to apply your team’s research to our most challenging strategic questions.
Manage our five embedded, product-focused data science teams and grow our new central research team, with a particular focus on keeping the team focused on the most important problems that data science could address.
Work closely with your Science colleagues in engineering, user research, and analytics to deliver cross-functional research work and data systems.
Requirements
Professional experience as a data science leader, setting the vision for how to most effectively use data in your organization. This could be through technical leadership as an IC with ownership over a research agenda, or developing a team as a personnel manager in a new area at a larger company.
Evidence you’ve successfully been able to scope, deliver and sell your own research.
Excellent written and verbal communication skills on quantitative topics for a variety of audiences: product managers, designers, engineers, and business leaders.
Fluent in data fundamentals: SQL, data manipulation using a procedural language, statistics, experimentation, and modeling
Bonus Points
We encourage candidates to apply who have held the responsibilities above, regardless of years of experience or educational credentials. But we roughly expect competitive candidates to have:
A PhD or MS in a quantitative field.
6+ years of experience working in data science in a consumer product company
3+ years of experience managing data scientists, including intermediate managers
3+ years of experience partnering with executive staff on data topics
Perks
Full benefits, including medical, dental, vision and life
401(k) savings plan with a company match
Catered daily lunch and dinners (and hearty breakfasts three times a week)
Unlimited snacks and drinks
Monthly in-office massages
Corporate gym membership
Commuter benefits
Flexible time off policy
Weekly happy hours
Top of the line technology to help you build your own workspace
About Twitch

Twitch is the world’s leading video platform and community for gamers, with more than 100 million visitors per month. We connect gamers from around the world by allowing them to broadcast, watch, and chat with each other. Twitch’s live and on-demand video platform forms the backbone of a distribution network for video game broadcasters including pro players, tournaments, leagues, developers and gaming media organizations. Twitch is leading a revolution in gaming culture, turning gameplay into an immersive video experience. Learn more at http://twitch.tv.

We are an equal opportunity employer and value diversity at Twitch. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

#LI-MS1",Video Games,Media,"San Francisco, CA",Director of Data Science,Twitch,CA
